title,creation_date,date_acquired,cited_name,party_type,ratio,gender,usable_name
Fighting Elephants, 1911-1914,1917,"Huntington, Anna V. H.",,100,F,Anna
Frank Duveneck,1915,1917,"Grafly, Charles",,100,M,Charles
Watching from the Cliffs,1892,1917,"Homer, Winslow",,77,M,Winslow
The Meuse,1907,1917,"Cameron, David Young",,100,M,David
Tenth Street Studio, 1880-1881 and c. 1910,1917,"Chase, William Merritt",,100,M,William
"Thomas Boleyn, Earl of Ormond","July 14, 1797",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Thomas Boleyn, Earl of Ormond","July 14, 1797",1917,"Holbein, Hans, the Younger",,,,the
Sir Thomas Wyat,"October 1, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
Sir Thomas Wyat,"October 1, 1793",1917,"Holbein, Hans, the Younger",,,,the
Queen Catherine Howard,"October 1, 1797",1917,"Bartolozzi, Francesco",,100,M,Francesco
Queen Catherine Howard,"October 1, 1797",1917,"Holbein, Hans, the Younger",,,,the
"William Fitzwilliam, Earl of Southampton","January 24, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
"William Fitzwilliam, Earl of Southampton","January 24, 1793",1917,"Holbein, Hans, the Younger",,,,the
Sir George Carew,"September 22, 1795",1917,"Bartolozzi, Francesco",,100,M,Francesco
Sir George Carew,"September 22, 1795",1917,"Holbein, Hans, the Younger",,,,the
Sir Thomas Strange,"March 1, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
Sir Thomas Strange,"March 1, 1793",1917,"Holbein, Hans, the Younger",,,,the
"Henry Howard, Earl of Surrey","December 16, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Henry Howard, Earl of Surrey","December 16, 1796",1917,"Holbein, Hans, the Younger",,,,the
"Frances Vere, Countess of Surrey","June 11, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Frances Vere, Countess of Surrey","June 11, 1796",1917,"Holbein, Hans, the Younger",,,,the
Sir Thomas Eliot,"January 1, 1794",1917,"Bartolozzi, Francesco",,100,M,Francesco
Sir Thomas Eliot,"January 1, 1794",1917,"Holbein, Hans, the Younger",,,,the
"Margaret, Lady Eliot","May 1, 1792",1917,"Metz, Conrad M.",,100,M,Conrad
"Margaret, Lady Eliot","May 1, 1792",1917,"Holbein, Hans, the Younger",,,,the
"John Colet, Dean of St. Paul's","August 24, 1795",1917,"Bartolozzi, Francesco",,100,M,Francesco
"John Colet, Dean of St. Paul's","August 24, 1795",1917,"Holbein, Hans, the Younger",,,,the
"Henry and Charles Brandon, sons of the Duke of Suffolk","March 26, 1798",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Henry and Charles Brandon, sons of the Duke of Suffolk","March 26, 1798",1917,"Holbein, Hans, the Younger",,,,the
"Thomas, Lord Wentworth","July 1, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Thomas, Lord Wentworth","July 1, 1793",1917,"Holbein, Hans, the Younger",,,,the
"Edward the Sixth, as an Infant","June 1, 1797",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Edward the Sixth, as an Infant","June 1, 1797",1917,"Holbein, Hans, the Younger",,,,the
"Edward the Sixth, at the Age of Ten","September 1, 1797",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Edward the Sixth, at the Age of Ten","September 1, 1797",1917,"Holbein, Hans, the Younger",,,,the
Edward the Sixth at the Age of Fifteen,"May 1, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
Edward the Sixth at the Age of Fifteen,"May 1, 1793",1917,"Holbein, Hans, the Younger",,,,the
"John Russell, First Earl of Bedford","February 1, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
"John Russell, First Earl of Bedford","February 1, 1796",1917,"Holbein, Hans, the Younger",,,,the
"Thomas, Lord Vaux","March 17, 1792",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Thomas, Lord Vaux","March 17, 1792",1917,"Holbein, Hans, the Younger",,,,the
"Elizabeth, Lady Vaux","March 25, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Elizabeth, Lady Vaux","March 25, 1793",1917,"Holbein, Hans, the Younger",,,,the
Sir John Gage,"March 12, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
Sir John Gage,"March 12, 1796",1917,"Holbein, Hans, the Younger",,,,the
Sir Henry Guldeford,"December 1, 1792",1917,"Bartolozzi, Francesco",,100,M,Francesco
Sir Henry Guldeford,"December 1, 1792",1917,"Holbein, Hans, the Younger",,,,the
Sir John Godsalve,"August 25, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
Sir John Godsalve,"August 25, 1796",1917,"Holbein, Hans, the Younger",,,,the
"Sir Nicholas Poins, the Elder",1795,1917,"Bartolozzi, Francesco",,100,M,Francesco
"Sir Nicholas Poins, the Elder",1795,1917,"Holbein, Hans, the Younger",,,,the
"Sir Nicholas Poins, the Younger","November 22, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Sir Nicholas Poins, the Younger","November 22, 1796",1917,"Holbein, Hans, the Younger",,,,the
Sir Philip Hobby,"August 25, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
Sir Philip Hobby,"August 25, 1796",1917,"Holbein, Hans, the Younger",,,,the
John Poins,March 1792,1917,"Metz, Conrad M.",,100,M,Conrad
John Poins,March 1792,1917,"Holbein, Hans, the Younger",,,,the
"George Brooke, Lord Cobham","January 1, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
"George Brooke, Lord Cobham","January 1, 1796",1917,"Holbein, Hans, the Younger",,,,the
Queen Mary,"June 20, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
Queen Mary,"June 20, 1796",1917,"Holbein, Hans, the Younger",,,,the
"Frances, Marchioness of Dorset","February 10, 1795",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Frances, Marchioness of Dorset","February 10, 1795",1917,"Holbein, Hans, the Younger",,,,the
Sir Thomas Parry,"May 12, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
Sir Thomas Parry,"May 12, 1793",1917,"Holbein, Hans, the Younger",,,,the
"Nicholas Borbonius, Poet","August 12, 1795",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Nicholas Borbonius, Poet","August 12, 1795",1917,"Holbein, Hans, the Younger",,,,the
"Warham, Archbishop of Canterbury","September 12, 1795",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Warham, Archbishop of Canterbury","September 12, 1795",1917,"Holbein, Hans, the Younger",,,,the
"Mary, Lady Henegham","January 1, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Mary, Lady Henegham","January 1, 1796",1917,"Holbein, Hans, the Younger",,,,the
Philip Melancthon,1792,1917,"Metz, Conrad M.",,100,M,Conrad
Philip Melancthon,1792,1917,"Holbein, Hans, the Younger",,,,the
Lord Chancellor Rich,"October 1, 1794",1917,"Bartolozzi, Francesco",,100,M,Francesco
Lord Chancellor Rich,"October 1, 1794",1917,"Holbein, Hans, the Younger",,,,the
"Elizabeth, Lady Rich","January 1, 1795",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Elizabeth, Lady Rich","January 1, 1795",1917,"Holbein, Hans, the Younger",,,,the
"William Par, Marquis of Northampton","November 22, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
"William Par, Marquis of Northampton","November 22, 1796",1917,"Holbein, Hans, the Younger",,,,the
"Thomas Howard, Earl of Surrey","April 1, 1795",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Thomas Howard, Earl of Surrey","April 1, 1795",1917,"Holbein, Hans, the Younger",,,,the
"Edward Stanley, Third Earl of Derby","November 1, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Edward Stanley, Third Earl of Derby","November 1, 1793",1917,"Holbein, Hans, the Younger",,,,the
"Catherine Willoughby, Duchess of Suffolk",March 1792,1917,"Bartolozzi, Francesco",,100,M,Francesco
"Catherine Willoughby, Duchess of Suffolk",March 1792,1917,"Holbein, Hans, the Younger",,,,the
Sir Richard Southwell,"April 1, 1795",1917,"Bartolozzi, Francesco",,100,M,Francesco
Sir Richard Southwell,"April 1, 1795",1917,"Holbein, Hans, the Younger",,,,the
"Edward, Lord Clinton","January 24, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Edward, Lord Clinton","January 24, 1793",1917,"Holbein, Hans, the Younger",,,,the
Sir John More,March 1792,1917,"Bartolozzi, Francesco",,100,M,Francesco
Sir John More,March 1792,1917,"Holbein, Hans, the Younger",,,,the
"Francis Russell, Second Earl of Bedford","February 19, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Francis Russell, Second Earl of Bedford","February 19, 1796",1917,"Holbein, Hans, the Younger",,,,the
"Elizabeth, Lady Hobby","March 1, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Elizabeth, Lady Hobby","March 1, 1793",1917,"Holbein, Hans, the Younger",,,,the
"Jane, Lady Lister","December 1, 1792",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Jane, Lady Lister","December 1, 1792",1917,"Holbein, Hans, the Younger",,,,the
The Lady Ratcliffe,"March 1, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
The Lady Ratcliffe,"March 1, 1793",1917,"Holbein, Hans, the Younger",,,,the
John Reskimer,"March 1, 1793",1917,"Knight, Charles",,100,M,Charles
John Reskimer,"March 1, 1793",1917,"Holbein, Hans, the Younger",,,,the
"Elizabeth, Lady Parker","November 16, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Elizabeth, Lady Parker","November 16, 1793",1917,"Holbein, Hans, the Younger",,,,the
Charles Wingfield,"November 10, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
Charles Wingfield,"November 10, 1793",1917,"Holbein, Hans, the Younger",,,,the
"Elizabeth, Lady Audley","October 1, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Elizabeth, Lady Audley","October 1, 1793",1917,"Holbein, Hans, the Younger",,,,the
Sir William Sherington,"February 10, 1795",1917,"Bartolozzi, Francesco",,100,M,Francesco
Sir William Sherington,"February 10, 1795",1917,"Holbein, Hans, the Younger",,,,the
John More,"March 26, 1795",1917,"Bartolozzi, Francesco",,100,M,Francesco
John More,"March 26, 1795",1917,"Holbein, Hans, the Younger",,,,the
Sir Thomas More,"October 1, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
Sir Thomas More,"October 1, 1793",1917,"Holbein, Hans, the Younger",,,,the
"Anne, Lady Berkeley","September 22, 1795",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Anne, Lady Berkeley","September 22, 1795",1917,"Holbein, Hans, the Younger",,,,the
"Joan, Lady Meutas","August 12, 1795",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Joan, Lady Meutas","August 12, 1795",1917,"Holbein, Hans, the Younger",,,,the
"Catherine, Lady Borough","February 22, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Catherine, Lady Borough","February 22, 1796",1917,"Holbein, Hans, the Younger",,,,the
Simon George,"August 11, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
Simon George,"August 11, 1796",1917,"Holbein, Hans, the Younger",,,,the
"Margaret, Lady Butts","June 17, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Margaret, Lady Butts","June 17, 1796",1917,"Holbein, Hans, the Younger",,,,the
Sir Gawen Carew,"June 7, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
Sir Gawen Carew,"June 7, 1796",1917,"Holbein, Hans, the Younger",,,,the
The Lady Monteagle,"December 1, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
The Lady Monteagle,"December 1, 1796",1917,"Holbein, Hans, the Younger",,,,the
Mother Jak,"April 10, 1797",1917,"Bartolozzi, Francesco",,100,M,Francesco
Mother Jak,"April 10, 1797",1917,"Holbein, Hans, the Younger",,,,the
Mrs. Souch,"September 1, 1797",1917,"Bartolozzi, Francesco",,100,M,Francesco
Mrs. Souch,"September 1, 1797",1917,"Holbein, Hans, the Younger",,,,the
"Charles Brandon, Duke of Suffolk","December 1, 1797",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Charles Brandon, Duke of Suffolk","December 1, 1797",1917,"Holbein, Hans, the Younger",,,,the
"Fisher, Bishop of Rochester","November 1, 1793",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Fisher, Bishop of Rochester","November 1, 1793",1917,"Holbein, Hans, the Younger",,,,the
"Hans Holbein, the Younger","June 25, 1798",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Hans Holbein, the Younger","June 25, 1798",1917,"Holbein, Hans, the Younger",,,,the
"Wife of Hans Holbein, the Younger","June 25, 1798",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Wife of Hans Holbein, the Younger","June 25, 1798",1917,"Holbein, Hans, the Younger",,,,the
Portrait of a woman,"January 1, 1798",1917,"Bartolozzi, Francesco",,100,M,Francesco
Portrait of a woman,"January 1, 1798",1917,"Holbein, Hans, the Younger",,,,the
 Portrait of a woman,"August 13, 1798",1917,"Bartolozzi, Francesco",,100,M,Francesco
 Portrait of a woman,"August 13, 1798",1917,"Holbein, Hans, the Younger",,,,the
Portrait of a Woman,"August 13, 1798",1917,"Bartolozzi, Francesco",,100,M,Francesco
Portrait of a Woman,"August 13, 1798",1917,"Holbein, Hans, the Younger",,,,the
Portrait of a man,"January 1, 1799",1917,"Bartolozzi, Francesco",,100,M,Francesco
Portrait of a man,"January 1, 1799",1917,"Holbein, Hans, the Younger",,,,the
Portrait of a man,"January 18, 1799",1917,"Bartolozzi, Francesco",,100,M,Francesco
Portrait of a man,"January 18, 1799",1917,"Holbein, Hans, the Younger",,,,the
Portrait of a woman,"August 1, 1799",1917,"Bartolozzi, Francesco",,100,M,Francesco
Portrait of a woman,"August 1, 1799",1917,"Holbein, Hans, the Younger",,,,the
Portrait of a woman,"August 1, 1799",1917,"Bartolozzi, Francesco",,100,M,Francesco
Portrait of a woman,"August 1, 1799",1917,"Holbein, Hans, the Younger",,,,the
Portrait of a man,"November 22, 1792",1917,"Bartolozzi, Francesco",,100,M,Francesco
Portrait of a man,"November 22, 1792",1917,"Holbein, Hans, the Younger",,,,the
Queen Anne Boleyn,"June 1, 1797",1917,"Bartolozzi, Francesco",,100,M,Francesco
Queen Anne Boleyn,"June 1, 1797",1917,"Holbein, Hans, the Younger",,,,the
Portrait of a woman,"December 10, 1799",1917,"Bartolozzi, Francesco",,100,M,Francesco
Portrait of a woman,"December 10, 1799",1917,"Holbein, Hans, the Younger",,,,the
Portrait of a man,"December 24, 1799",1917,"Bartolozzi, Francesco",,100,M,Francesco
Portrait of a man,"December 24, 1799",1917,"Holbein, Hans, the Younger",,,,the
Portrait of a woman,"December 31, 1799",1917,"Bartolozzi, Francesco",,100,M,Francesco
Portrait of a woman,"December 31, 1799",1917,"Holbein, Hans, the Younger",,,,the
Portrait of a woman,"February 15, 1800",1917,"Bartolozzi, Francesco",,100,M,Francesco
Portrait of a woman,"February 15, 1800",1917,"Holbein, Hans, the Younger",,,,the
Queen Anne of Cleves,"June 3, 1796",1917,"Bartolozzi, Francesco",,100,M,Francesco
Queen Anne of Cleves,"June 3, 1796",1917,"Holbein, Hans, the Younger",,,,the
"Mary Howard, Duchess of Richmond","January 1, 1795",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Mary Howard, Duchess of Richmond","January 1, 1795",1917,"Holbein, Hans, the Younger",,,,the
Queen Jane Seymour,"March 26, 1795",1917,"Bartolozzi, Francesco",,100,M,Francesco
Queen Jane Seymour,"March 26, 1795",1917,"Holbein, Hans, the Younger",,,,the
House of the Smith,1864,1917,"Haden, Seymour",,100,M,Seymour
"Kenarth, South Wales",1864,1917,"Haden, Seymour",,100,M,Seymour
The Quiet Canal,1879-1880,1917,"Whistler, James McNeill",,100,M,James
Olivier d'Ormesson,1665,1917,"Masson, Antoine",,99,M,Antoine
"Coal Barges at Allen Point, NY",1912,1917,"Ruzicka, Rudolph",,100,M,Rudolph
Le Pétit Pont,1850,1917,"Meryon, Charles",,100,M,Charles
La Pompe Notre Dame,1858,1917,"Meryon, Charles",,100,M,Charles
Le Pont-Au Change,1854,1917,"Meryon, Charles",,100,M,Charles
Ancienne Habitation à Bourges,1852-1860,1917,"Meryon, Charles",,100,M,Charles
"Rue des Toiles, Bourges",1853,1917,"Meryon, Charles",,100,M,Charles
Partie de la cité de Paris vers la fin du XVIIme siècle (after a Drawing from the Collection of M. Bonnardot.),1861,1917,"Meryon, Charles",,100,M,Charles
Le Stryge (The Vampire),1861,1917,"Meryon, Charles",,100,M,Charles
Casimir/Le/Conte (after a Drawing by Gustave Boulanger),1856,1917,"Meryon, Charles",,100,M,Charles
"Océanie, Pêche aux palmes",1863,1917,"Meryon, Charles",,100,M,Charles
Rue Pirouette aux Halles,1860,1917,"Meryon, Charles",,100,M,Charles
"Tourelle, Rue de la Tixéranderie", 1850,1917,"Meryon, Charles",,100,M,Charles
"L'Arche du Pont, Notre Dame", 1850,1917,"Meryon, Charles",,100,M,Charles
La Morgue,1854,1917,"Meryon, Charles",,100,M,Charles
Tourelle de la Rue de la Tixéranderie,1852,1917,"Meryon, Charles",,100,M,Charles
L'Arche du Pont Notre-Dame,1853,1917,"Meryon, Charles",,100,M,Charles
Rue Pirouette aux Halles (after a Drawing by M. Laurence),1860,1917,"Meryon, Charles",,100,M,Charles
Le Pont-Neuf,1853,1917,"Meryon, Charles",,100,M,Charles
The Sussex Beached at Boulogne,1916,1917,"McBey, James",,100,M,James
The Seine at Rouen,1916,1917,"McBey, James",,100,M,James
"The Crucifix, Boulogne",1916,1917,"McBey, James",,100,M,James
Pencil Study,no date,1917,"Vanderpoel, John H.",,100,M,John
A Wreck Near Gloucester,1880,1917,"Homer, Winslow",,77,M,Winslow
Portrait of Meryon,1853,1917,"Bracquemond, Félix",,,,Félix
The Artist's Father (and Nude Figures),no date,1917,"Cole, Ernest",,99,M,Ernest
Serbia,1916,1917,"Steinlen, Alexandre T.",,98,M,Alexandre
The Mill Stream,no date,1917,"Wall, Alfred S.",,99,M,Alfred
Study of Trees,no date,1917,"Wall, Alfred S.",,99,M,Alfred
Pencil Study,no date,1917,"Wall, Alfred S.",,99,M,Alfred
"A court lady, possibly Kashiwagi from the Tale of Genji, chapter 36", 1835-1838,1917,Utagawa  Kunisada,,,,Utagawa
"A court lady, possibly Kashiwagi from the Tale of Genji, chapter 36", 1835-1838,1917,Masugin Shiba,,,,Masugin
Untitled fashion print,1844,1917,Kunisada (Toyokuni III),,,,Kunisada
Untitled fashion print,1844,1917,Kiyoemon Aritaya,,,,Kiyoemon
A courtesan leaning against a pillar reading a love letter,1843-1845,1917,Eizan Kikugawa,,,,Eizan
A courtesan leaning against a pillar reading a love letter,1843-1845,1917,Seimon Aritaya,,,,Seimon
Early Morning (Holland), last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
Gathering Potatoes (Holland), last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
Girl and Cows,,1917,"Mauve, Anton",,100,M,Anton
Sketch (recto); Composition Study No. 2 (verso), last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
Weary, 1874-1883,1917,"Mauve, Anton",,100,M,Anton
Near the Sea (Holland),,1917,"Mauve, Anton",,100,M,Anton
Plowing, last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
Old Willows,,1917,"Mauve, Anton",,100,M,Anton
The Pet (recto); Composition Study No. 4 (verso), last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
The Potato Digger (recto); Composition Study No. 5 (verso),,1917,"Mauve, Anton",,100,M,Anton
Field with Hen and Chickens (recto); Composition Study No. 3 (verso),,1917,"Mauve, Anton",,100,M,Anton
Studies of Sheep (recto); Composition Study (verso),,1917,"Mauve, Anton",,100,M,Anton
The Weakling (recto); Sketch (verso),,1917,"Mauve, Anton",,100,M,Anton
Sheep Grazing,,1917,"Mauve, Anton",,100,M,Anton
Courtship (recto); The Willows (verso), last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
The Barnyard (Holland), last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
The Onion Field, last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
The Old Woman, last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
Figure Study (recto); The Flock (verso), last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
Beached (recto); Boy and Cow (verso),,1917,"Mauve, Anton",,100,M,Anton
Housewife (recto); Clearing (verso),,1917,"Mauve, Anton",,100,M,Anton
Winter (Holland), last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
The Clothes Line,,1917,"Mauve, Anton",,100,M,Anton
Pelicans (recto); The Dunes (verso), last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
Sketch on Beach, last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
Sheep at Pasture (No. 1) (recto); Sheep at Pasture (No. 2) (verso), last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
The Washtub,,1917,"Mauve, Anton",,100,M,Anton
The Barn Door (recto); Shearing (verso),,1917,"Mauve, Anton",,100,M,Anton
The Watering Trough (recto); Old Barn (verso),,1917,"Mauve, Anton",,100,M,Anton
"Animal Study, a Goat, (Holland)", last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
Study of Leaves,,1917,"Mauve, Anton",,100,M,Anton
Siesta (Holland),no date,1917,"Mauve, Anton",,100,M,Anton
Canal (Holland), last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
The Shepherd, last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
"Study in Sanguine, a Cow (Holland)",c.1860-1865,1917,"Mauve, Anton",,100,M,Anton
Early Spring, 1871-1872,1917,"Mauve, Anton",,100,M,Anton
The Return to the Fold, 1875-1880,1917,"Mauve, Anton",,100,M,Anton
The Wood (recto); Cottages (verso),,1917,"Mauve, Anton",,100,M,Anton
Landscape Study, last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
Cottage (recto); Cottage and Trees (verso),,1917,"Mauve, Anton",,100,M,Anton
Studies of a Cow's Head (Holland),1886,1917,"Mauve, Anton",,100,M,Anton
The Potato Digger (recto); The Black Cow (verso),,1917,"Mauve, Anton",,100,M,Anton
Composition Study, last half of the 19th century,1917,"Mauve, Anton",,100,M,Anton
"Group of Trees Beside Brook, Near Osuna, Spain", 1896,1917,"Pennell, Joseph",,100,M,Joseph
Fish Ponds of the Alhambra, 1896,1917,"Pennell, Joseph",,100,M,Joseph
"The Hall of Ambassadors, Alhambra", 1896,1917,"Pennell, Joseph",,100,M,Joseph
The Generalife: Alhambra, 1896,1917,"Pennell, Joseph",,100,M,Joseph
Spain, 1896,1917,"Pennell, Joseph",,100,M,Joseph
"Drawing No. 1 for Washington Irving's ""Alhambra""", 1896,1917,"Pennell, Joseph",,100,M,Joseph
"Drawing No. 2 for Washington Irving's ""Alhambra""", 1896,1917,"Pennell, Joseph",,100,M,Joseph
The Little Mother (Dutch Interior),no date,1917,"Higgins, Eugene",,99,M,Eugene
La Tour de l'Horloge,1852,1917,"Meryon, Charles",,100,M,Charles
Egham,1859,1917,"Haden, Seymour",,100,M,Seymour
"Robert Drummond, Archbishop of York", 1764-1790,1917,"Watson, J.",,,,J.
"Robert Drummond, Archbishop of York", 1764-1790,1917,"Reynolds, Joshua",,100,M,Joshua
George III, 1760-1763,1917,"Houston, Richard",,100,M,Richard
George III, 1760-1763,1917,"Meyer, Jeremiah",,100,M,Jeremiah
William Lord Stowell,c.1827-1830,1917,"Turner, Charles",,100,M,Charles
William Lord Stowell,c.1827-1830,1917,"Phillips, Thomas",,100,M,Thomas
"Edward, Lord Thurlow","May 25, 1782",1917,"Bartolozzi, Francesco",,100,M,Francesco
"Edward, Lord Thurlow","May 25, 1782",1917,"Reynolds, Joshua",,100,M,Joshua
Sitting Siva Dance, 1894,1917,"La Farge, John",,100,M,John
Portrait of the Artist with a Soft Hat,1908,1918,"Bone, Muirhead",,,,Muirhead
A Sunset in Ireland,1863,1918,"Haden, Seymour",,100,M,Seymour
Repos au Bord de la rivière,,1918,"Legros, Alphonse",,100,M,Alphonse
Mestre, 1744,1918,"Canal, Giovanni Antonio",,99,M,Giovanni
Saint-Étienne-Du-Mont,1852,1918,"Meryon, Charles",,100,M,Charles
The Toilet,1878,1918,"Whistler, James McNeill",,100,M,James
Study,1878,1918,"Whistler, James McNeill",,100,M,James
The Tall Bridge,1878,1918,"Whistler, James McNeill",,100,M,James
"Nude Model, Reclining",1893,1918,"Whistler, James McNeill",,100,M,James
Evening View of the Eight Famous Sites at Kanazawa in Musashino Prefecture (Buyō Kanazawa hasshō yakei),1857,1918,Hiroshige Andō,,,,Hiroshige
Evening View of the Eight Famous Sites at Kanazawa in Musashino Prefecture (Buyō Kanazawa hasshō yakei),1857,1918,Taheiji Okasawaya,,,,Taheiji
Sashimi, 1798-1799,1918,Utamaro Kitagawa,,,,Utamaro
Sashimi, 1798-1799,1918,Gonkuro Omiya,,,,Gonkuro
"The Actors Sanogawa Ichimatsu as Umewakamaru (Yoshitsune) and Onoe Kikugorô I in the role of Joruri-hime, probably in the play Hatsutora Kurama Gengi performed in the Ichimura Theater in the first month of 1749",1749,1918,Kiyomasu II Torii,,,,Kiyomasu
"The Actors Sanogawa Ichimatsu as Umewakamaru (Yoshitsune) and Onoe Kikugorô I in the role of Joruri-hime, probably in the play Hatsutora Kurama Gengi performed in the Ichimura Theater in the first month of 1749",1749,1918,Surugaya,,,,Surugaya
Two girls reclining under the autumn moon, 1768-1769,1918,Harunobu Suzuki,,,,Harunobu
An Eagle Attacking a Monkey Under a Pine Tree, 1780,1918,Koryusai Isoda,,,,Koryusai
"The Four Elegant Accomplishments - Koto, Go, Caligraphy, Painting (Kin ki sho ga)", 1788-1790,1918,Utamaro Kitagawa,,,,Utamaro
"The Four Elegant Accomplishments - Koto, Go, Caligraphy, Painting (Kin ki sho ga)", 1788-1790,1918,Juzaburo Tsutaya,,,,Juzaburo
"New Year's Eve Foxfires at the Changing Tree (Ôji, shôzoku-enoki, ômisoka no kitsunebi)",1857,1918,Hiroshige Andō,,,,Hiroshige
"New Year's Eve Foxfires at the Changing Tree (Ôji, shôzoku-enoki, ômisoka no kitsunebi)",1857,1918,Eikichi Uoya,,,,Eikichi
The actors Iwai Hanshirō IV and Bandō Hikosaburō III in unidentified roles, 1780,1918,Shunkô Katsukawa,,,,Shunkô
Autumn leaves at the River of waterfalls, 1833,1918,Totoya Hokkei,,,,Totoya
Enjoying the evening cool on the banks of the Sumida river,1795-1796,1918,Utamaro Kitagawa,,,,Utamaro
Enjoying the evening cool on the banks of the Sumida river,1795-1796,1918,Chusuke Yamaguchiya,,,,Chusuke
Fujimigahara in Owari Province (Bishu Fujimigahara), 1830-1831,1918,Katsushika Hokusai,,,,Katsushika
Fujimigahara in Owari Province (Bishu Fujimigahara), 1830-1831,1918,Yohachi Nishimuraya,,,,Yohachi
The Poet Ono no Takamura (Sangi Takamura), 1836-1839,1918,Katsushika Hokusai,,,,Katsushika
The Poet Ono no Takamura (Sangi Takamura), 1836-1839,1918,Sanjiro Iseya,,,,Sanjiro
"South Wind, Clear Dawn (Gaifu kaisei)", 1830-1831,1918,Katsushika Hokusai,,,,Katsushika
"South Wind, Clear Dawn (Gaifu kaisei)", 1830-1831,1918,Yohachi Nishimuraya,,,,Yohachi
Night Rain on the Tea Stand (Daisu no yau), 1768,1918,Harunobu Suzuki,,,,Harunobu
Kuwana, 1831-1834,1918,Hiroshige Andō,,,,Hiroshige
Kuwana, 1831-1834,1918,Magohachi Takenouchi,,,,Magohachi
Robert Louis Stevenson,1899-1900,1918,"Saint-Gaudens, Augustus",,100,M,Augustus
Study of a Tiger (Étude de Tigre),1832,1918,"Barye, Antoine Louis",,99,M,Antoine
