title,creation_date,date_acquired,cited_name,party_type
Teapot from the Déjeuner Régnier à Reliefs, 1813,2003,"Régnier, Jean-Marie-Ferdinand",
The British Museum,1987,2003,"Bell, Nikki",
The British Museum,1987,2003,"Langlands, Ben",
Clouds II,1991,2003,"Rybak, Jaromir",
Vetro Muralis,2000,2003,"Carlson, William",
Two Soldiers and Two Women, 1743-1749,1955,"Tiepolo, Giovanni B.",
Rolling Armchair,1968,2003,"Rudolph, Paul",
The Astrologer and the Young Soldier, 1743-1749,1955,"Tiepolo, Giovanni B.",
Death Giving an Audience, 1743-1749,1955,"Tiepolo, Giovanni B.",
Standing Philosopher, 1743-1749,1955,"Tiepolo, Giovanni B.",
Three Soldiers and a Boy, 1743-1749,1955,"Tiepolo, Giovanni B.",
The Rider Standing Beside His Horse, 1743-1749,1955,"Tiepolo, Giovanni B.",
A Nymph with a Small Satyr and Two Goats, 1743-1749,1955,"Tiepolo, Giovanni B.",
A Woman with her Arms in Chains and Four Other Figures, 1743-1749,1955,"Tiepolo, Giovanni B.",
"A Woman with her Hands on a Vase, a Soldier and a Slave", 1743-1749,1955,"Tiepolo, Giovanni B.",
Replicate,2003,2004,"Reynolds, Jill",
Musical Chairs,1990,2003,"Barney, Tina",
Gürbmatt,11/7/1990,2003,"Schnyder, Jean-Frédéric",
Untitled,2003,2003,"Winberg, John Y.",
Gazelle Lounge Chair,1956-1960,2003,"Johnson, Dan",
Untitled,2002,2003,"LeWitt, Sol",
Untitled,2002,2003,"LeWitt, Sol",
Untitled,2002,2003,"LeWitt, Sol",
Untitled,2002,2003,"LeWitt, Sol",
Untitled (Neiges Fourreres),2003,2003,Lakra,
Untitled (Paris et de Hollywood),2003,2003,Lakra,
Return to Sender,2003,2003,"Waters, John",
Chaise,designed 1968,2003,"Eames, Charles",
Chaise,designed 1968,2003,"Eames, Ray",
Salt shaker,1935,2004,"Sheeler, Charles",
Panel of Damask, 1871,2004,"Dresser, Christopher",
Cross I,2003,2004,"Baldwin, Gordon",
Anemone on sea worm tube, 1880-1890,2005,"Blaschka, Leopold",
Anemone on sea worm tube, 1880-1890,2005,"Blaschka, Rudolf",
Cabinet, 1810,2013,"Bullock, George",
Astor,1994,2003,"Trinkley, Karla",
Inkwell (Portrait of Pavel Janak), 1911,2004,"Hofman, Vlastislav",
Reflections on Patience Pond,2002,2003,"Fromboluti, Sideo",
Planter, 1960,2004,"Drumm, Don",
No. 249 EINUNDZWANZIGSTERSEPTEMBERZWEITAUSENDUNDEINS,2001,2003,"Rondinone, Ugo",
Untitled (Red Butterfly Over Green),2003,2003,"Grotjahn, Mark",
Untitled,1975,2003,"Shapiro, Joel",
Six Forms in Pine,1959,2003,"Sugarman, George",
"Pratt chair, No. 4",1984,2003,"Pesce, Gaetano",
(Young Woman Knitting),1934,2003,"Sorine, Savely",
Bangle,1999,2003,"Adam, Jane",
"MN-01, Extravaganza bicycle",2000,2003,"Newson, Marc",
Allegory of Life (The Dream of Raphael),1561,2004,"Ghisi, Giorgio",
Bangle,1999,2003,"Adam, Jane",
Bangle,1999,2003,"Adam, Jane",
Bangle,1999,2003,"Adam, Jane",
Untitled, 1979,2003,"Chillida, Eduardo",
"Panther Hollow, Pittsburgh",mid-20th century,2003,"Koerner, Henry",
Hunter,1975,1981,"Phillips, Peter",
Planter, 1960,2004,"Drumm, Don",
Three Rivers, 1970,2004,"Contis, Peter",
Untitled,1972,2004,"Contis, Peter",
Schenley Park, 1980s,2004,"Contis, Helen",
Space Displaced #3,1999,2004,"Smith, Martin",
Time Piece,2000,2004,"Fekete, Laszlo",
"Sketch - Bird's-eye view of Galician Center of Contemporary Art, Santiago de Compostela, Spain",1992,2004,"Siza, Álvaro",
"Sketch - Worm's-eye view of Galician Center of Contemporary Art, Santiago de Compostela, Spain",1991,2004,"Siza, Álvaro",
Pepper shaker,1935,2004,"Sheeler, Charles",
Table Setting,1961,2004,"Thiebaud, Wayne",
Alcoa Forecast Program Table,1957,2004,"Noguchi, Isamu",
Alcoa Forecast Program Table,1957,2004,"Noguchi, Isamu",
Impotent,2002,2004,"Packer, David",
Teacup,2003,2004,"Lazzarini, Robert",
Kuba,2004,2004,"Ataman, Kutlǔg",
"Happiness (Finally) after 35,000 Years of Civilization (after Henry Darger and Charles Fourier)",2000-2003,2005,"Chan, Paul",
Colonial jellyfish (Discalia medusina) x 8, 1880-1890,2005,"Blaschka, Leopold",
Colonial jellyfish (Discalia medusina) x 8, 1880-1890,2005,"Blaschka, Rudolf",
Bell-shaped jellyfish, 1880-1890,2005,"Blaschka, Leopold",
Bell-shaped jellyfish, 1880-1890,2005,"Blaschka, Rudolf",
Species of Copepoda, 1880-1890,2005,"Blaschka, Leopold",
Species of Copepoda, 1880-1890,2005,"Blaschka, Rudolf",
Attached (colonial) jellyfish (Campanulina tenuis) x 30, 1880-1890,2005,"Blaschka, Leopold",
Attached (colonial) jellyfish (Campanulina tenuis) x 30, 1880-1890,2005,"Blaschka, Rudolf",
Floating jellyfish (Tiaropsis diademata), 1880-1890,2005,"Blaschka, Leopold",
Floating jellyfish (Tiaropsis diademata), 1880-1890,2005,"Blaschka, Rudolf",
Bell-shaped jellyfish, 1880-1890,2005,"Blaschka, Leopold",
Bell-shaped jellyfish, 1880-1890,2005,"Blaschka, Rudolf",
Dandelion-shaped sea creature [species of glass sponge], 1899-1905,2005,"Blaschka, Rudolf",
R.S.V.P. XI,1977/2004,2005,"Nengudi, Senga",
Table knife,53 (designed) c. 1977 (manufactured),1977,"Wallance, Don",
Seed,2002,2004,"Packer, David",
Rag chair,1991 designed,2005,"Remy, Tejo",
Barcelona chair,1953,1995,"Mies van der Rohe, Ludwig",
Desk lamp model #114,1939,2004,"Teague, Walter D.",
Untitled,2002,2004,"De Keyser, Raoul",
Lighter Later,2003,2004,"Rothschild, Eva",
Fanny and Joe,2003,2004,"Crumb, Robert",
Bayreuth Festspielhaus,2003,2004,"Kuitca, Guillermo",
The Human Condition,1969,2001,"Michals, Duane",
Shade Furnace,1879,2004,"Newell, Hugh",
Manifesto on the machine no. 2, 1977-1978,2005,Mangelos (Dimitrije Basicevic),
Armature (Large Model),2002,2004,"Dubbeldam, Winka",
Armature Imprint I + II,2002,2004,"Dubbeldam, Winka",
Concetto Spaziale - Black,1968,2004,"Fontana, Lucio",
Concetto Spaziale - White,1968,2004,"Fontana, Lucio",
Meechfieber,2004,2005,"Bock, John",
Nine Hellish Spirits: No. 2,2004,2005,"Chu, Anne",
Centerpiece, 1952,2004,"Riedener, Oscar",
Boalum lamp,1969,2004,"Castiglioni, Livio",
Boalum lamp,1969,2004,"Frattini, Gianfranco",
Fauxkoto,2003,2004,"Nagle, Ron",
"Empire/Vampire III, #1",2004,2005,"Genzken, Isa",
Manuscript guest-book kept by John W. Beatty,1903-1938,2006,"Beatty, John Wesley",
Stadia II,2004,2004,"Mehretu, Julie",
Molar chair,1969,2004,"Castle, Wendell",
Molar chair,1970,2004,"Castle, Wendell",
Molar chair,1970,2004,"Castle, Wendell",
A Letter From My Father,1960-1975,2004,"Michals, Duane",
Magritte at His Easel,1965,2004,"Michals, Duane",
Low chair,"designed 1993-95, manufactured 1995- present, 1999",2004,"Van Severen, Maarten",
Orgone chair,"designed 1993, manufactured 1999-present, 1999",2004,"Newson, Marc",
This Photograph is My Proof,1967,2004,"Michals, Duane",
Black is Ugly,1974,2004,"Michals, Duane",
He Thought That She Was Kind,1974,2004,"Michals, Duane",
Certain Words Must Be Said,1976,2004,"Michals, Duane",
There Are Things Here Not Seen in This Photograph,1977,2004,"Michals, Duane",
Now Becoming Then,1978,2004,"Michals, Duane",
Primavera,1984,2004,"Michals, Duane",
"To, Two, Too",1994,2004,"Michals, Duane",
Sepik River Triptych,1995,2004,"Pearlstein, Philip",
Triassic Jurassic,1977,2004,"Zucker, Joe",
Cordes Roses,1998,2004,"Carter, Keith",
Albert Einstein,1953,2004,"Bubley, Esther",
Mushroom Print,2004,2004,"Höller, Carsten",
Mushroom Print,2004,2004,"Höller, Carsten",
Mushroom Print,2004,2004,"Höller, Carsten",
Mushroom Print,2004,2004,"Höller, Carsten",
Mushroom Print,2004,2004,"Höller, Carsten",
Mushroom Print,2004,2004,"Höller, Carsten",
Mushroom Print,2004,2004,"Höller, Carsten",
Mushroom Print,2004,2004,"Höller, Carsten",
Mushroom Print,2004,2004,"Höller, Carsten",
Mushroom Print,2004,2004,"Höller, Carsten",
Mushroom Print,2004,2004,"Höller, Carsten",
Mushroom Print,2004,2004,"Höller, Carsten",
"L.A. Boy, Knob Job Series",1985,2004,"Nagle, Ron",
Lidded jar, 1976,2004,"Eberle, Edward S.",
Tea Bowl and Saucer,1818-1834,,"Clews, James",
Tea Bowl and Saucer,1818-1834,,"Clews, Ralph",
Cup and Saucer, 1830-1855,,"Ridgway, John",
Object with Several Small Bowls,1998,2004,"Stockmans, Piet",
Tureen, 1953,2004,"Voulkos, Peter",
"Coffeepot, ""Mayfair"" pattern", 1934,2004,"Guild, Lurelle",
"Teapot, ""Mayfair"" pattern", 1934,2004,"Guild, Lurelle",
"Milk jug, ""Mayfair"" pattern", 1934,2004,"Guild, Lurelle",
"Sugar bowl, ""Mayfair"" pattern", 1934,2004,"Guild, Lurelle",
"Tray, ""Laurel"" pattern", 1937-1940,2004,"Guild, Lurelle",
"Covered bowl, ""Briarton"" pattern", 1935,2004,"Guild, Lurelle",
"Pitcher, ""Riviera"" pattern", 1938,2004,"Guild, Lurelle",
Doge Desk Lamp for Signing Decrees, 1961,2004,"Stearns, Thomas",
The Horse Laugh, 1825,2004,"Rowlandson, Thomas",
Untitled,1999,2004,"Blank, Martin",
An African,1833,2004,"Waldmüller, Ferdinand Georg",
"Drawings for Oceanic House, Kauai, Hawaii",2001,2004,"Holl, Steven",
"Drawings for Oceanic House, Kauai, Hawaii",2001,2004,"Holl, Steven",
"Drawings for Oceanic House, Kauai, Hawaii",2001,2004,"Holl, Steven",
Superlight chair,2004,2004,"Gehry, Frank",
Untitled (Carnegie International poster),2004,2004,"Crumb, Robert",
Everything is Perfect Coffeepot,2004,2004,Glasgow,
Convoi funèbre au Boulevard de Clichy (Funeral Procession on Boulevard de Clichy),1887,2004,"Buhot, Félix Hilaire",
Untitled,2004,2004,"Owens, Laura",
Fan of Many Colors,20th century,2004,"Shepler, Martha F.",
We are Outside,2003,2004,"Boyce, Martin",
Sea Battles,2001,2004,"Donnelly, Trisha",
Puppet Conference,2003,2004,"Jankowski, Christian",
The Woman with the Pear,1651,2004,"Bol, Ferdinand",
Untitled,2003,2004,"Root, Ruth",
"Salt shaker, ""Raleigh"" pattern", 1940,2004,"Guild, Lurelle",
"Pepper shaker, ""Raleigh"" pattern", 1940,2004,"Guild, Lurelle",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Accardi, Carla",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Acconci, Vito",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Baldessari, John",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Bayrle, Thomas",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Birnbaum, Dara",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Bock, John",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Bourgeois, Louise",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Deller, Jeremy",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Donnelly, Trisha",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Durham, Jimmie",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Feldmann, Hans P.",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Friedman, Yona",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Friedman, Yona",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Genzken, Isa",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Golub, Leon A.",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Julien, Isaac",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Kroll, Lucien",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Lavier, Bertrand",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,Mekas. Jonas,
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Messager, Annette",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Parent, Claude",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Peyton, Elizabeth",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Roche, François",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Ruscha, Edward",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Sala, Anri",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Spero, Nancy",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Tiravanija, Rirkrit",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Weiner, Lawrence",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Willats, Stephen",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,Yang Fudong,
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"West, Franz",
"Utopia Station Poster Project, Biennale de Venezia, 50th Annual Art Exhibition",2003,2004,"Zittel, Andrea",
Running Sitting,2004,2005,"Eberle, Edward S.",
Dream of the Fisherman's Wife,2004,2005,"Schaechter, Judith",
Impression of Pittsburgh,1927,2005,"Coster, Gordon H.",
Bust of Pierre Alfred Chardon-Lagache,1872-1873,2005,"Carpeaux, Jean-Baptiste",
Chaussette (dark purple),2004,2005,"Desgenétez, Nadège",
Design for a candlestick, 1540,2005,"Salamanca, Antonio",
Design for a candlestick, 1540,2005,"Salamanca, Antonio",
Traveler's Teapot,1991,2005,"Sakwa, Hap",
Winter Bouquet,1992,2005,"Kushner, Robert",
Virbirnum Bouquet,1997,2005,"Kushner, Robert",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Kubus storage container,1938,1998,"Wagenfeld, Wilhelm",
Untitled (Torso),1932,2007,"Nevelson, Louise",
Untitled Woman,1951,2008,"De Kooning, Willem",
Untitled, 1970,2007,"Alechinsky, Pierre",
Untitled (industrial landscape with two people walking down hill), 1912,2005,"Torrance, Hew C.",
Untitled (industrial landscape with black smoke), 1912,2005,"Torrance, Hew C.",
"Untitled (industrial landscape with smoke, bridge and river)", 1912,2005,"Torrance, Hew C.",
Untitled (industrial landscape), 1912,2005,"Torrance, Hew C.",
Untitled (industrial landscape), 1912,2005,"Torrance, Hew C.",
Untitled (industrial scene), 1912,2005,"Torrance, Hew C.",
Untitled (railroad station with white smoke), 1912,2005,"Torrance, Hew C.",
Untitled (seascape), 1912,2005,"Torrance, Hew C.",
Rückkehr,2004,2005,"Rauch, Neo",
Peg Taking a Drag,1947,2005,"Wheeler, Steve",
You Can't Lay Down Your Memories,designed 1991,2005,"Remy, Tejo",
"Yellow, Inclusion",2003,2005,"Hillman, Henry L. Jr.",
Tom Vac Chair,1997,2005,"Arad, Ron",
Bowl,1924,2005,"Dunlop, Sibyl",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Homestead Steel Works,1893-1895,1999,"Dabbs, B. L.",
Armchair,1956,2005,"Wright, Frank L.",
Cookie Jar,2002,2005,"Walker, Jason",
Sushi IV chair,2003,2005,"Campana, Fernando",
Sushi IV chair,2003,2005,"Campana, Humberto",
Sushi III (Cadeira California Rolls) chair,2002,2005,"Campana, Fernando",
Sushi III (Cadeira California Rolls) chair,2002,2005,"Campana, Humberto",
"Outlines of Figures, Landscape, & Cattle, etched by T. Rowlandson, for the use of learners",1790-1792,2006,"Rowlandson, Thomas",
Untitled,2004,2005,"Wool, Christopher",
Technology Transformation: Wonder Woman,1978-1979,2005,"Birnbaum, Dara",
Kiss The Girls: Make Them Cry,1979,2005,"Birnbaum, Dara",
Inkwell,1882,2005,"Osborne, Charles",
Tipi,2005,2005,"Aarnio, Eero",
Murrine plate, 1940,2005,"Scarpa, Carlo",
The Martyrdom of Saint Lucy,after 1613,2005,"Bellange, Jacques",
The Woman Is Frightened by a Door,1966,2005,"Michals, Duane",
I Remember the Argument,1970,2005,"Michals, Duane",
Margaret Finds a Box,1971,2005,"Michals, Duane",
The True Identity of Man,1972,2005,"Michals, Duane",
Take One and See Mt. Fujiyama,1975,2005,"Michals, Duane",
Burlesque,1979,2005,"Michals, Duane",
Someone Left a Message for You,1982,2005,"Michals, Duane",
On Corner - On Edge - On Center Shatter (Within the Series of Layered Pattern Acts),1968-1971,2005,"Le Va, Barry",
Untitled,2004,2005,"Holzer, Jenny",
Untitled,1961,2005,"Smith, David",
"World Center project, New York: Hudson River perspective (recto); The Museum (verso)",2002,2005,"Woods, Lebbeus",
Untitled,2005,2005,"Bock, John",
Untitled (H. Miller + C. Dutrel),2005,2005,"Bock, John",
Untitled,2005,2005,"Bock, John",
Untitled,2005,2005,"Bock, John",
Untitled,2005,2005,"Bock, John",
On the Corner of Craig and Forbes,2004,2005,"Qualters, Robert",
On the Corner of Craig and Forbes,2004,2005,"Qualters, Robert",
"World Center project, New York: Site Plan (recto); Street Grid (verso)",2002,2005,"Woods, Lebbeus",
"World Center project, New York: The Summit (recto); Street Perspective (verso)",2002,2005,"Woods, Lebbeus",
"World Center project, New York: Building Section",2002,2005,"Woods, Lebbeus",
