title,creation_date,date_acquired,cited_name,party_type
Untitled,1979,1981,"Pirozzi, Jorge H.",
Oh No You Don't You,1981,1981,"Portland, Jack",
Oh Papa Doo,no date,1981,"Portland, Jack",
Fractured Light,1980,1981,"Welliver, Neil",
Red Tulips,1981,1981,"Bukovnik, Gary A.",
The Blue Madonna,1928,1981,"Brush, George de Forest",
Emanant Domain,1979,1981,"Mahler, Al",
Unison,1980,1981,"Schwartz, Buky",
Videoconstructions,1978,1981,"Schwartz, Buky",
Vase,1916,1981,"Bailey, Henrietta",
Study for Salutat,1898,1981,"Eakins, Thomas",
Bloomfield Bridge, 1930,1981,"Kane, John",
Day Lilies,1981,1981,"Bukovnik, Gary A.",
Raphael,1954,1981,"Callery, Mary",
Untitled (Tag No. 34),,1981,"Callery, Mary",
Constellation II,1955,1981,"Callery, Mary",
Orpheus,1951,1981,"Callery, Mary",
Daedalus,1949,1981,"Callery, Mary",
Small Ballet,1944,1981,"Callery, Mary",
Study for Seated Ballet,1945,1981,"Callery, Mary",
Sons of Morning,1953,1981,"Callery, Mary",
Equilibrist,1949,1981,"Callery, Mary",
Interior Garden,1978,1981,"Piper, Jane",
Night Poetry,1962,1981,"Saunders, Raymond Jennings",
L'Hiver à Paris ou la neige à Paris (Winter in Paris or Snow in Paris),1879,1981,"Buhot, Félix Hilaire",
Une Jetée en Angleterre (A Pier in England),1879,1981,"Buhot, Félix Hilaire",
Head of an Old Woman,1874,1981,"Leibl, Wilhelm",
Man in Fur Cap Smoking,no date,1981,"Forshen, Anton",
Park Lane,1904,1981,"Pennell, Joseph",
Poplars Near Florence,1906,1981,"Roth, Ernest D.",
Khajuraho,1979,1981,"Youngerman, Jack",
Trestle along an Industrial Site, 1915,1981,"Gorson, Aaron H.",
Street Scene - Morocco,1927,1981,"Glintenkamp, Henry J.",
"Alcantara Bridge - Toledo, Spain",1931,1981,"Glintenkamp, Henry J.",
Legs in Transit - B.M.T.,1930,1981,"Glintenkamp, Henry J.",
The Bus,1930,1981,"Glintenkamp, Henry J.",
Untitled (New York City Skyline),1935,1981,"Glintenkamp, Henry J.",
Untitled (European Village),1931,1981,"Glintenkamp, Henry J.",
"Rathaus Door - Rothenburg, Germany",1931,1981,"Glintenkamp, Henry J.",
"Seville - Confradias, Easter Procession",1932,1981,"Glintenkamp, Henry J.",
"Seville - Confradias, Easter Procession",1932,1981,"Glintenkamp, Henry J.",
Merof - Geirangerfjord - Norway,1931,1981,"Glintenkamp, Henry J.",
"Along the River Inn - Innsbruck, Austria",1931,1981,"Glintenkamp, Henry J.",
"Tyne Church - Prague, Czechoslovakia",1932,1981,"Glintenkamp, Henry J.",
Manhattan - Construction - Radio City,1932,1981,"Glintenkamp, Henry J.",
Madonna and Child,1929,1981,"Glintenkamp, Henry J.",
Madonna and Child,1929,1981,"Greco, El",
Valencia - The Palace Door - Cathedral,1932,1981,"Glintenkamp, Henry J.",
Untitled (Clock Tower),1931,1981,"Glintenkamp, Henry J.",
Manhattan - Backyards - West 12th Street,1932,1981,"Glintenkamp, Henry J.",
Street Scene - Morocco,1927,1981,"Glintenkamp, Henry J.",
Homer Saint-Gaudens,1882,1981,"Saint-Gaudens, Augustus",
Naiad Fishing with a Net for Young Tritons,,1981,"Kändler, Johann J.",
Goblet,1912-1960,1981,"Racinger, Joseph W.",
Goblet,1912-1960,1981,"Racinger, Joseph W.",
Glass,1912-1960,1981,"Racinger, Joseph W.",
Glass,1935,1981,"Racinger, Joseph W.",
Tumbler,1912-1960,1981,"Racinger, Joseph W.",
Tumbler,1912-1960,1981,"Racinger, Joseph W.",
Tumbler,1912-1960,1981,"Racinger, Joseph W.",
Platter,1912-1960,1981,"Racinger, Joseph W.",
Goblet,1950,1981,"Racinger, Joseph W.",
Goblet,1912-1960,1981,"Racinger, Joseph W.",
Goblet,1912-1960,1981,"Racinger, Joseph W.",
Goblet,1935,1981,"Racinger, Joseph W.",
Goblet,1912-1960,1981,"Racinger, Joseph W.",
Goblet,1936,1981,"Racinger, Joseph W.",
Goblet,1950,1981,"Racinger, Joseph W.",
Goblet,1912-1960,1981,"Racinger, Joseph W.",
Goblet,1912-1960,1981,"Racinger, Joseph W.",
Drop with Collar, 1952,1981,"King, Arthur",
Untitled No. 9,1977,1981,"Martin, Agnes",
"Candlestick, Pipe and Tobacco Box", 1890,1981,"Peto, John F.",
Oh Fearful Wonder of Man,1962,1981,"Koerner, Henry",
Day and Night,1978,1981,"Bartlett, Jennifer",
Day and Night,1978,1981,"Bartlett, Jennifer",
Day and Night,1978,1981,"Bartlett, Jennifer",
Head and Bones,1980,1981,"Rothenberg, Susan",
Interior I,1977,1981,"Artschwager, Richard",
Interior II,1977,1981,"Artschwager, Richard",
Figures on a Beach,1918,1981,"Horton, William S.",
Forms in Action, 1940,1981,"Schanker, Louis",
Portrait - Head of a Woman, 1935,1981,"Speicher, Eugene",
Barnyard,1942,1981,"Albee, Grace Arnold",
Noon Hour,1935,1981,"Bishop, Isabel",
Still Life with Strawberries, 1890,1981,"Prentice, Levi W.",
Sentinals,,1981,"Carsman, Jon",
No. 239,1980,1981,"Stavitsky, Ellen",
No. 1030A,1981,1981,"Stavitsky, Ellen",
"Stonehenge (from ""Ruins and Landscapes"" - Suite of 5 Prints)",1979,1981,"Pearlstein, Philip",
"Temple of Hatshepsut (from ""Ruins and Landscapes"" - Suite of 5 Prints)",1979,1981,"Pearlstein, Philip",
"Sachsahuaman (from ""Ruins and Landscapes"" - Suite of 5 Prints)",1979,1981,"Pearlstein, Philip",
"Temple of Abusimbel (from ""Ruins and Landscapes"" - Suite of 5 Prints)",1979,1981,"Pearlstein, Philip",
"Tintern Abbey (from ""Ruins and Landscapes"" - Suite of 5 Prints)",1979,1981,"Pearlstein, Philip",
Red Glory,,1981,"Carsman, Jon",
Lakeside,,1981,"Carsman, Jon",
Plantagenet,1977,1981,"Griefen, John",
The Birth of St. John the Baptist,c.1515-1520,1981,"Rombouts, Jan, the elder",
"Blind Basketball Players, St. Ann's Community Center, South Bronx, New York",1979,1981,"Rosenblum, Walter",
"Girl in Window, 105th Street, New York",1952,1981,"Rosenblum, Walter",
"Gypsy Children Playing Cards, Pitt St., New York",1938,1981,"Rosenblum, Walter",
"Horse, Gaspe, Canada",1951,1981,"Rosenblum, Walter",
"St. Milo, France",1944,1981,"Rosenblum, Walter",
"Street Shower, Mullaly Park, Bronx, New York",1979,1981,"Rosenblum, Walter",
"Old Cellar Bakery (Monroe Street, NYC)","1910, printed posthumously",1981,"Hine, Lewis",
Opening the Canal,"1914, printed posthumously",1981,"Hine, Lewis",
Power House Mechanic,"1925, printed posthumously",1981,"Hine, Lewis",
"Refugees, France","1919, printed posthumously",1981,"Hine, Lewis",
Riding the Rails,posthumous reprint,1981,"Hine, Lewis",
"Cotton Picker, Oklahoma, October","1931, printed posthumously",1981,"Hine, Lewis",
"So This is America, Ellis Island, 1905","1905, printed posthumously",1981,"Hine, Lewis",
"Steelworkers at the Russian Boarding House, Homestead, Pennsylvania.","1907-1908, printed posthumously",1981,"Hine, Lewis",
"Tobacco Worker, Connecticut","1916, printed posthumously",1981,"Hine, Lewis",
"Two Children in a Window, Pittsburgh",posthumous reprint,1981,"Hine, Lewis",
"Bearded Man and Woman with Wig and Shawl, Lower East Side, NYC",1910,1981,"Hine, Lewis",
Working Girls in the Style of 1911,"1911, printed posthumously",1981,"Hine, Lewis",
"Cannery Interior, Oystershucking, Gulf Coast","1911, printed posthumously",1981,"Hine, Lewis",
"Child Labor, Tobacco Fields, Connecticut","1916, printed posthumously",1981,"Hine, Lewis",
"Riveters, Three Men on a Girder, Empire State Building","1916, printed posthumously",1981,"Hine, Lewis",
"Dockworkers Enjoying a Siesta, NYC","1922, printed posthumously",1981,"Hine, Lewis",
Empire State Building,"1930,  printed posthumously",1981,"Hine, Lewis",
"A Hill of Shells - Only Part of a Season's Work (Pass Christian, Mississippi, Feb. 24, 1911)","1911, printed posthumously",1981,"Hine, Lewis",
"Lunchtime, New York City","1915, printed posthumously",1981,"Hine, Lewis",
Making Pittsburgh Stogies,"1909, printed posthumously",1981,"Hine, Lewis",
Little Mother, 1927,1981,"Iams, John  H.",
A Letter to Marie,1978,1984,"Saunders, Raymond Jennings",
Monkey,,1981,"Nolan, Sidney",
The Merchant's Tale,,1981,"Frink, Elisabeth",
The Shipman's Tale,,1981,"Frink, Elisabeth",
The Squire's Tale,,1981,"Frink, Elisabeth",
The Wife of Bath's Tale,,1981,"Frink, Elisabeth",
The Miller's Tale I,,1981,"Frink, Elisabeth",
The Miller's Tale II,,1981,"Frink, Elisabeth",
Chanticleer and Pertelote,,1981,"Frink, Elisabeth",
Lammergeier,,1981,"Frink, Elisabeth",
Peregrine Falcon,,1981,"Frink, Elisabeth",
Kestrel,,1981,"Frink, Elisabeth",
Lynx,,1981,"Frink, Elisabeth",
Goshawk,,1981,"Frink, Elisabeth",
Sparrow Hawk,,1981,"Frink, Elisabeth",
Osprey,,1981,"Frink, Elisabeth",
The Nun's Priest's Tale,,1981,"Frink, Elisabeth",
The Prologue,,1981,"Frink, Elisabeth",
The Reeve's Tale,,1981,"Frink, Elisabeth",
Honey Buzzard,,1981,"Frink, Elisabeth",
Wolf,,1981,"Frink, Elisabeth",
Hare,,1981,"Frink, Elisabeth",
Man and Horse IV,,1981,"Frink, Elisabeth",
Man and Horse V,,1981,"Frink, Elisabeth",
Man and Horse VI,,1981,"Frink, Elisabeth",
Cas Horse and Rider,,1981,"Frink, Elisabeth",
Goggled Head,,1981,"Frink, Elisabeth",
The Franklin's Tale,,1981,"Frink, Elisabeth",
Great Dunsinane,1970,1981,"Ovenden, Graham",
Birnam Wood,1970,1981,"Ovenden, Graham",
Victorian Mirror,1970,1981,"Ovenden, Graham",
The Jane Doll,1970,1981,"Ovenden, Graham",
The Brigitte Doll,1970,1981,"Ovenden, Graham",
Lo Scratches Her Knee,1970,1981,"Ovenden, Graham",
The Meeting,1972,1981,"Ovenden, Graham",
Hide and Seek,1971,1981,"Ovenden, Graham",
She Kept on Growing,1970,1981,"Ovenden, Graham",
You Ought to Be Ashamed,1970,1981,"Ovenden, Graham",
And Alice Looked Around,1970,1981,"Ovenden, Graham",
We Beg Your Acceptance,1970,1981,"Ovenden, Graham",
I Don't Think They Play at All Fairly,1970,1981,"Ovenden, Graham",
I Don't See How They Can Finish,1970,1981,"Ovenden, Graham",
But There Isn't Any Wine,1970,1981,"Ovenden, Graham",
"Wake Up, Alice Dear",1970,1981,"Ovenden, Graham",
This Blasted Heath,1970,1981,"Ovenden, Graham",
Ice Blue,1972,1981,"Frost, Terry",
Red and Black on Green,1968,1981,"Frost, Terry",
Blacks and Reds on Blue,1968,1981,"Frost, Terry",
Black on Mauve-Grey,1968,1981,"Frost, Terry",
Red and Black Linear,,1981,"Frost, Terry",
"Black, Purple, Blue",1969,1981,"Frost, Terry",
Color on the Side,1969,1981,"Frost, Terry",
Blues,,1981,"Frost, Terry",
"Ochre, Red, Blue",1969,1981,"Frost, Terry",
"Red, Blue, Orange on Yellow",1969,1981,"Frost, Terry",
"Red, Yellow and Turquoise",1970,1981,"Annesley, David",
Bouteille et Fruits,1968,1981,"Hayden, Henri",
Paysage Vert,1968,1981,"Hayden, Henri",
Theiere Rouge et Bleu,1968,1981,"Hayden, Henri",
La Colline Rouge,1968,1981,"Hayden, Henri",
Nature Morte Brune,1969,1981,"Hayden, Henri",
Paysage,1969,1981,"Hayden, Henri",
Courtablan,1969,1981,"Hayden, Henri",
Untitled Blue Landscape,before 1970,1981,"Hayden, Henri",
"Muave, Orange, Yellow, Turquoise on Pale Blue",1970,1981,"Annesley, David",
Stacked on the Side,1970,1981,"Frost, Terry",
Green and Orange,1970,1981,"Frost, Terry",
"Red, Blue, Green",1970,1981,"Frost, Terry",
Suspended Forms,1970,1981,"Frost, Terry",
Red with Black on the Side,1970,1981,"Frost, Terry",
Alhambra,1972,1981,"Frost, Terry",
Blue Suspended Form,1970,1981,"Frost, Terry",
"Pale Yellow, Pink and Brown",1971,1981,"Hoyland, John",
Grey/Blue on Pink,1971,1981,"Hoyland, John",
"Brown, Beige, Pink",1971,1981,"Hoyland, John",
A. Black,1968,1981,"Knowles, Justin",
B. Black,1968,1981,"Knowles, Justin",
C. Red,1968,1981,"Knowles, Justin",
D. Yellow,1968,1981,"Knowles, Justin",
Six Pieces Opus (Portfolio of 6),1968,1981,"Phillips, Tom",
Coptic Optics 1979 (Portfolio of 12),1979,1981,"Williams, Emmett",
Orange-Pink,1971,1981,"Hoyland, John",
Ochre-Pink,1971,1981,"Hoyland, John",
"Green, Orange, Pink",1971,1981,"Hoyland, John",
Grey/Blue,1971,1981,"Hoyland, John",
Red Block on Grey,1971,1981,"Hoyland, John",
Red Block on Pink,,1981,"Hoyland, John",
Brown Block on Pink,1971,1981,"Hoyland, John",
Grey/Blue on Green,,1981,"Hoyland, John",
Yellow and Pink,,1981,"Hoyland, John",
Untitled - Orange,1972,1981,"Celice, Pierre",
Untitled - Blue,1972,1981,"Celice, Pierre",
Sounds Barely Heard,1974-1979,1981,"Christie, John",
Worksheet,1974-1979,1981,"Christie, John",
A Walk along the Shore (No. 2),1974-1979,1981,"Christie, John",
Cage/Lorca,1977,1981,"Christie, John",
Exchange,1976,1981,"Christie, John",
For Apollinaire - Rad - Green,1974-1979,1981,"Christie, John",
For Dora Maurer: a Print without Words (Second Version),1976,1981,"Christie, John",
Le Tango,1974-1979,1981,"Christie, John",
Listen - Air/Tear,1975,1981,"Christie, John",
Malloys Solution,1974,1981,"Christie, John",
Reds,1974-1979,1981,"Christie, John",
From Time and Place,1973,1981,"Genovés, Juan",
Ghosts V,1971,1981,"Grant, Alistair",
Parity Study,1971,1981,"Hill, Anthony",
Why the Sun and the Moon Live on the Sky (An African Folk Tale),1971,1981,"Legge, Willow",
Culture Hero (Bound Volume),1970,1981,"Levine, Les",
Lessons from Camp,1967,1981,"Stein, Ronald J.",
A. Blue,1968,1981,"Tucker, William",
Les Savis de L'Atelier,1968,1981,"Celice, Pierre",
D. Brown,1968,1981,"Tucker, William",
E. Brown,1968,1981,"Tucker, William",
Paysage Blanc,1968,1981,"Celice, Pierre",
Paysage Gris,1969,1981,"Celice, Pierre",
Atelier Rouge,1969,1981,"Celice, Pierre",
Marine,1971,1981,"Celice, Pierre",
Atelier 5,1971,1981,"Celice, Pierre",
Atelier 6,1971,1981,"Celice, Pierre",
Atelier 7,1971,1981,"Celice, Pierre",
Marine IV,1971,1981,"Celice, Pierre",
"Untitled, from the portfolio ""From the African Suite""",1970,1981,"Motherwell, Robert",
"Untitled, from the portfolio ""From the African Suite""",1970,1981,"Motherwell, Robert",
Ewer,1892,1981,"Briggle, Artus Van",
"Loft Bed (Bedfellows Collection), and Accessories", 1980,1981,"Johnson, Jerry",
Chair,79 (designed)  c. 1980 (manufactured),1981,"Johnson, Jerry",
Vase (Perruches),1932,1981,"Lalique, René",
Two Boys by a Boat,1895,1983,"Anshutz, Thomas Pollock",
White Torso, 1916,1983,"Archipenko, Alexander",
Fox I,1972,1983,"Albers, Anni",
Fox II,1972,1983,"Albers, Anni",
"Henri Matisse Drawing from the Nude (Frontispiece in ""Brassai: The Artists of My Life"")",1939,1983,Brassaï,
Sunshine Canyon,1935-1943,1983,"Anderson, Carlos",
Dockside (on the East River),no date,1983,"Roth, Rubi",
Quilt (Tumbling Block), 1850,1983,Dawson or Montgomery Family,
The Huddle of Wild Ideas and Wet Hair,1980,1982,"Schirm, David",
Smoky City,1955-1957,1982,"Smith, W. Eugene",
Steelworker,1955-1957,1982,"Smith, W. Eugene",
Dance of the Flaming Coke,1955-1957,1982,"Smith, W. Eugene",
Big Date, 1981,1982,"Kuehn, Karl G.",
Nubians, 1980,1982,"Kuehn, Karl G.",
Vamps,1981-1982,1982,"Kuehn, Karl G.",
You're So Coarse (Tish Tish),1977,1982,"Nutt, Jim",
Viewing Stand in Yosemite (29 Panels),1981,1982,"Samuels, Diane",
For A. D.,1981,1982,"Wiley, William",
Florence,1875,1982,"Cropsey, Jasper F.",
The Family,1949,1982,"Koerner, Henry",
Lines and Planes No. 1,1944,1982,"Sennhauser, John",
No Parking Anytime,1970s-1980s,1982,"Lauritzen, Erik",
Alice's Big Mouth,1979,1982,"Waldman, Paul",
Armchair,1976,1982,"Danko, Peter J.",
Canadian Uprising,1981,1982,"Cronin, Robert L.",
Table spoon, 1854,1982,"Wallace, John",
Poodled,1981,1982,"Wegman, William",
Study for Diana and Deirdra,1980,1982,"Beckman, William",
Central National Bank,1976,1982,"Cottingham, Robert",
Madison Square Garden,1981,1982,"Jacquette, Yvonne H.",
Construction III,1980,1982,"Rosas, Mel",
Watchtower, 1939-1940,1982,"Roszak, Theodore",
"No. 11, New York, 1939-40",1939-1940,1982,"Biederman, Charles J.",
Mourning (Five Figures with Candles),1947,1982,"Greene, Stephen",
Maine Landscape,1982,1982,"Gibbons, Charles",
It's a Small World,1930,1982,"Meissner, Leo",
Portrait of William Morris Hunt,1880,1982,"Walker, Charles A.",
Reflection, 1915,1982,"Miller, Richard E.",
Untitled (Sailors Working on Deck), 1932,1982,"Matulka, Jan",
MR20 armchair, 1928,1982,"Mies van der Rohe, Ludwig",
MR20 armchair, 1928,1982,"Reich, Lilly",
Untitled,1937,1982,"Greene, Gertrude Glass",
Untitled,1937,1982,"Harari, Hananiah",
Untitled,1937,1982,"Holty, Carl Robert",
Untitled,1937,1982,"Eames, Ray",
Untitled,1937,1982,"Kelpe, Paul",
Untitled,1937,1982,"Kennedy, M.",
Untitled,1937,1982,"Lassaw, Ibram",
Untitled,1937,1982,"Lyall, Agnes",
Untitled,1937,1982,"Mason, Alice T.",
Untitled,1937,1982,"McNeil, George J.",
Untitled,1937,1982,"Drewes, Werner",
Untitled,1937,1982,"Morris, George L.",
Untitled,1937,1982,"Opper, John",
Untitled,1937,1982,"Rosenborg, Ralph M.",
Untitled,1937,1982,"Schanker, Louis",
Untitled,1937,1982,"Shaw, Charles G.",
Untitled,1937,1982,"Slobodkina, Esphyr",
Untitled,1937,1982,"Swinden, Albert",
Untitled,1937,1982,"Turnbull, Rupert D.",
Untitled,1937,1982,"Vytlacil, Vaclav",
Untitled,1937,1982,"Whiteman, Frederick",
Untitled,1937,1982,"Browne, Rosalind",
Untitled,1937,1982,"Zogbaum, Wilfred",
Untitled,1937,1982,"Bolotowsky, Ilya",
Untitled,1937,1982,"Bowden, Harry",
Untitled,1937,1982,"Browne, Byron",
Untitled,1937,1982,"Cavallon, Giorgio",
Untitled,1937,1982,"Christie, A. N.",
Untitled,1937,1982,"Emanuel, Herzl",
Untitled,1937,1982,"Greene, Balcomb",
Untitled,1965,1982,Corneille,
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Churches),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Churches),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh Neighborhoods),1955-1957,1982,"Smith, W. Eugene",
"Saint Paul of the Cross Monastery, Monastery Street, Southside",1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Churches),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Churches),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Churches),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Churches),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Churches),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Churches),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Department Stores),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Department Stores),1955-1957,1982,"Smith, W. Eugene",
[Mellon National Bank],1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
(Industry),1955-1957,1982,"Smith, W. Eugene",
(Pittsburgh: Town Meeting),1955-1957,1982,"Smith, W. Eugene",
